Date,X_t,X_t-1,X_t-2,X_t-3,X_t-4,X_t-5,X_t-6,X_t-7,X_t-8,X_t-9,X_t-10,X_t-11,X_t-12,X_t-13,X_t-14,X_t-15,X_t-16,X_t-17,X_t-18,X_t-19,X_t-20,X_t-21,X_t-22,X_t-23,X_t-24,X_t-25,Pos_t-1,Neu_t-1,Neg_t-1
2017-08-18,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,976.91,0.0,1.0,0.0
2017-08-21,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,975.96,0.238,0.762,0.0
2017-08-22,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,986.95,,,
2017-08-23,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,992.77,0.195,0.805,0.0
2017-08-24,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,992.19,,,
2017-08-25,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,993.84,0.0,1.0,0.0
2017-08-28,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,998.31,,,
2017-08-29,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,969.03,,,
2017-08-30,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,965.31,0.0,0.826,0.174
2017-08-31,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,952.51,0.0,0.602,0.398
2017-09-01,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,958.33,,,
2017-09-04,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,945.5,0.0,0.8889999999999999,0.111
2017-09-05,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,946.56,,,
2017-09-06,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,947.64,,,
2017-09-07,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,940.3,0.333,0.667,0.0
2017-09-08,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,945.79,0.0,1.0,0.0
2017-09-11,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,945.75,,,
2017-09-12,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,944.19,0.326,0.674,0.0
2017-09-13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,940.08,,,
2017-09-14,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,923.59,,,
2017-09-15,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,930.09,0.06475,0.8195,0.11575
2017-09-18,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,938.93,0.0,0.9025000000000001,0.0975
2017-09-19,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,938.08,,,
2017-09-20,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,944.27,,,
2017-09-21,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,927.66,0.06475,0.90625,0.029
2017-09-22,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,926.18,0.0,0.687,0.313
